iiif_version,manifest_n,manifest_id,manifest_label,tot_pages,manifest_width_1p,img_info_width_1_1p,1a,1b,1c,2,img_info_width_3_1p,3a,3b,3c,4a,4b,4c
3,20,"https://adore.ugent.be/IIIF/v3/manifests/archive.ugent.be:018970A2-B1E8-11DF-A2E0-A70579F64438","Liber Floridus [manuscript]",305,12000,SKIP_NS,SKIP_NS,SKIP_NS,SKIP_NS,OK_5414978,12000,SKIP_NS,OK_5414978,OK_5414978,SKIP_NS,OK_5414978,OK_5414978
3,21,"https://iiif.archive.org/iiif/b29000427_0001/manifest.json","Subject-index of the London Library, St. James's Square, London",1294,None,SKIP_NS,SKIP_NS,SKIP_NS,SKIP_NS,OK_1988657,2480,SKIP_NS,OK_1988657,OK_1988657,SKIP_NS,FAIL_404,FAIL_404
3,22,"https://api.dc.library.northwestern.edu/api/v2/works/1e493b9e-7da0-484d-bdc5-66abe20f5601?as=iiif","Wishing you success in your exams, Barrak Obama.",3,5792,5792,SKIP_NS,OK_4721087,OK_4721087,OK_54823,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_NS,FAIL_403,FAIL_403
3,23,"https://data.artmuseum.princeton.edu/iiif/objects/33737","Chinese, Northern Song dynasty (960–1127 CE), Huang Tingjian 黃庭堅 (1045–1105), Scroll for Zhang Datong (Zeng Zhang Datong guwen ti ji 贈張大同古文題記), 1100. Handscroll; ink on paper; 34.1 x 552.9 cm (Calligraphy), 34.8 x 303.3 cm, 34.8 x 303.3 cm (Colophon), 36.4 cm (mount). Gift of John B. Elliott, Class of 1951 (y1992-22)",13,2000,2000,SKIP_NS,OK_244370,OK_244370,OK_244370,2000,SKIP_NS,OK_244370,OK_244370,SKIP_NS,OK_244370,OK_244370
3,24,"https://objects.library.uu.nl/manifest/iiif/v3/1874-349709","['t Ambacht van Hillegersberg, 't Ambacht van Bleyswijk, Eendragts Droogmakery, Twee Mans Polder] : ... na de metingen, en gedaane opgaven van C. Beket en C. Swieb. Actum Rotterdam 1770. D. Smits,. KAART: *VIII*.B.k.27 (Dk39-2)",1,7885,SKIP_NS,SKIP_NS,SKIP_NS,SKIP_NS,OK_2371839,7885,SKIP_NS,OK_2371839,OK_2371839,SKIP_NS,FAIL_404,FAIL_404
3,25,"https://manifests.collections.yale.edu/ycba/obj/6346","George Romney, 1734–1802, Sketchbook Including Drawings Relating to John Milton’s Paradise Lost, ca. 1793",27,3923,3923,SKIP_NS,OK_2053799,OK_2053799,OK_2053799,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_NS,FAIL_404,FAIL_404
3,26,"https://manifests.collections.yale.edu/yuag/obj/69","John Trumbull, The Declaration of Independence, July 4, 1776, 1786–1820",2,5688,5688,SKIP_NS,OK_3692721,OK_3692721,OK_3692721,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_NS,FAIL_404,FAIL_404
3,27,"https://collections.library.yale.edu/manifests/16144050","A digest of law in a series of lectures delivered at Litchfield, Conn. by the Hon. Tapping Reeve & James Gould, Esq. and taken stenographically by Josiah Houghton",601,3460,3460,SKIP_NS,OK_1402793,OK_1402793,OK_1402793,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_NS,FAIL_404,FAIL_404
3,28,"https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1087zv3/manifest","2do Festival Internacional del audiovisual para la niñez y la adolescencia",1,None,4757,SKIP_NS,OK_4810272,OK_4810272,OK_135481,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_NS,FAIL_404,FAIL_404
3,29,"https://iiif.micr.io/tEPzT/manifest","1963-32-3-dig2015.jpg",1,3659,3659,SKIP_NS,OK_1900449,OK_1900449,OK_230004,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_DB,SKIP_NS,FAIL_404,FAIL_404
